topic,text,audio,
关于藏钱…,派蒙：「盗宝鼬」的背包里，真的藏着好多摩拉啊！<br>空/荧：嗯，鼬鼠这种小动物，天生就喜欢收集亮晶晶的东西吧。<br>派蒙：听说最初的「盗宝鼬」的来历，和「盗宝团」有关…<br>派蒙：对了，说到收集亮晶晶的东西，乌鸦也是这种动物。<br>派蒙：不知道奥兹会不会背着菲谢尔，藏了一箱摩拉呢。<br>空/荧：这么说的话，派蒙也…<br>空/荧：不知道派蒙…<br>派蒙：哇，你不要过来。我绝对没有在鞋底里面藏钱！,https://uploadstatic.mihoyo.com/ys-obc/2021/03/06/76953456/5a04d2cb773abaaef023f5c0d93cf5f5_8668160609003909299.mp3,
关于冒险故事…,空/荧：派蒙，你看过《少女薇拉的忧郁》吗？<br>派蒙：听起来很耳熟呢！<br>空/荧：那本书还挺受欢迎的，据说作者靠它大赚了一笔…<br>派蒙：欸，我也想赚好多好多摩拉。<br>派蒙：嗯...决定了！我也要去写冒险故事！<br>空/荧：小派蒙的冒险故事？<br>派蒙：对！英勇的旅行者打败了魔龙，拯救了世界…<br>派蒙：然后和他/她可靠的同伴一起吃了十份蜜酱胡萝卜煎肉的故事！<br>空/荧：十份？<br>派蒙：嗯！结局要十全十美，大家才会来看嘛！<br>派蒙：就这么愉快地决定了！书名就叫做《少女派蒙的快乐》。<br>空/荧：呃？,https://uploadstatic.mihoyo.com/ys-obc/2021/03/06/76953456/16d20aecb1cdefeb2437c3536629eb54_2743902485732611800.mp3,
关于噩梦…,派蒙：空/荧，你做过什么超恐怖级别的噩梦吗？<br>空/荧：唔，我梦见过自己在无边的黑暗中坠落…<br>空/荧：没带风之翼。派蒙：哇…<br>空/荧：还梦见过妹妹/哥哥头也不回地往前走，我怎么追赶都抓不住他/她。<br>空/荧：…他/她说我「来得太晚了」。<br>派蒙：唔…<br>派蒙：跟我的情况不太一样呢。<br>派蒙：我梦见过最恐怖的事情，是被超巨大的史莱姆吞进肚子里。,https://uploadstatic.mihoyo.com/ys-obc/2021/03/06/76953456/17d7d03e004c28a2ca445990e871a69a_371430680786597963.mp3,
关于「仙灵」…,空/荧：那些追逐着宝藏的「仙灵」，是从哪里来的呢？<br>派蒙：说不定是从地里长出来的吧，或者是从树上掉下来的？<br>派蒙：虽然不明白来源，但有「仙灵」就有好东西！<br>空/荧：可是…为什么它们自己，在接触到宝藏的时候，却有一种悲伤的气氛呢？<br>派蒙：嗯？<br>空/荧：没什么，可能是我的错觉吧。<br>派蒙：唔…你要是不想要宝箱的话，就都拿来给派蒙保管吧！不收保管费！,https://uploadstatic.mihoyo.com/ys-obc/2021/03/06/76953456/5e17017a342c9797ba9282cb0cbf7764_2235510765785764344.mp3,
关于印象最深刻的人…,派蒙：在最近的旅行里，你有没有什么留下深刻印象的人呢？<br>派蒙：我的话，应该是莎拉吧。<br>空/荧：提米。<br>派蒙：欸！为什么？<br>空/荧：最近每次吃甜甜花酿鸡，都会想到他的脸…肉也变得难吃了。,https://uploadstatic.mihoyo.com/ys-obc/2021/03/06/76953456/dcba004a2be995d3bfe3cba2f6e58777_8028219815894650290.mp3,
关于语言…,派蒙：你学新东西真的很快啊。<br>派蒙：居然在这么短的时间里，就掌握了提瓦特的语言。<br>空/荧：是派蒙教得好。<br>派蒙：欸嘿嘿…<br>空/荧：以后，起难听绰号的水平…说不定也会上升吧。,https://uploadstatic.mihoyo.com/ys-obc/2021/03/06/76953456/c39c53222440dce38906816ad4be68ae_8055606519649199700.mp3,
关于派蒙的物种…,空/荧：你感觉什么样的怪物让你印象深刻呢？<br>派蒙：怪物吗…嗯…遗迹守卫？<br>空/荧：遗迹守卫算是怪物吗？应该属于「机关」之类的吧…<br>派蒙：我觉得那种会给人造成麻烦、需要被打败的都算是「怪物」哦？<br>派蒙：就像打猎可以打到的都算是「猎物」。<br>空/荧：原来如此…这么讲的话，我终于可以界定派蒙的物种类型了。<br>派蒙：欸？是什么呢？<br>空/荧：派蒙属于可以钓上来的…所以是「鱼类」。<br>派蒙：嗯？,https://uploadstatic.mihoyo.com/ys-obc/2021/03/06/76953456/910985b64aaffe7724b839e021271cc9_80102469337417611.mp3,
关于收起武器的方法…,派蒙：喂，你能再表演一下那个吗？就是那个！<br>空/荧：哪个？<br>派蒙：就是…「唰」地一下把武器变没，然后又忽然出现在背后！<br>空/荧：那个呀…你应该见过很多次了吧？<br>派蒙：但我还是没弄明白原理，你能解释一下吗？<br>空/荧：那不如你先解释一下，你刚才是怎么突然出现在我面前，有时又突然消失的呢？<br>派蒙：唔…这…好像派蒙天生就会了，不知道该怎么解释…<br>空/荧：嗯，收起武器的技巧其实也是一个道理吧。<br>空/荧：这就是友情的证明吧。,https://uploadstatic.mihoyo.com/ys-obc/2021/03/06/76953456/a3c6baf58531dd4cd88348ac854e1fb1_8048706665511493267.mp3,
关于宝箱…,派蒙：空/荧，你对「宝箱」这种东西怎么看？<br>空/荧：我会相信…那些都是曾经的伟大旅行者留下的痕迹。<br>空/荧：每次我打开箱子，看到里面的一切，都能与前人感同身受…<br>派蒙：冒险经验增加了！,https://uploadstatic.mihoyo.com/ys-obc/2021/03/06/76953456/2a00cc58554a4bbaf693a0db6cef0d52_588732192460257027.mp3,
关于眼睛…,派蒙：看我的眼睛！<br>空/荧：怎么了？<br>派蒙：听凯亚说，人的眼睛会出卖自己。<br>派蒙：他只看眼睛就知道，那人说的是不是真话。<br>空/荧：嗯…<br>派蒙：我喜欢渔人吐司！<br>空/荧：应该是真话。因为你只要是吃的，好像什么都喜欢。<br>派蒙：嘿嘿。<br>空/荧：说起来，上一个见过的，眼神充满热情的是——<br>派蒙：是？<br>空/荧：遗迹守卫。让人很想戳下去…,https://uploadstatic.mihoyo.com/ys-obc/2021/03/06/76953456/cf84fa2f95f7242651a04cf4bebba0d0_7114176030156690320.mp3,
关于模仿其他人…,派蒙：唔…好无聊…整个人都没有精神了…<br>空/荧：反正闲着也是闲着，我们来模仿骑士团的其他人吧？<br>派蒙：欸…？会不会很没礼貌？<br>空/荧：哈哈，果真不错。连骑士「谦卑有礼」的品德都掌握了呢。<br>派蒙：喂——这就已经开始了吗！,https://uploadstatic.mihoyo.com/ys-obc/2021/03/06/76953456/708b25183e717c4b0b289587e4bc82f8_6053009486042606773.mp3,
关于幸运抽奖…,派蒙：咕咕咕…<br>空/荧：嗯？有鸽子吗？<br>派蒙：不对啦，是我饿了。<br>派蒙：嗯…现在我要抽一位旅行者，来为我做一份蜜酱胡萝卜煎肉。<br>派蒙：到底是哪位旅行者这么幸运呢？,https://uploadstatic.mihoyo.com/ys-obc/2021/03/06/76953456/d0cfe4e4e768a206a3b7c105c2c20d71_849436689036234715.mp3,
关于眼狩令…,派蒙:说到稻妻最近发生的大事，果然还是眼狩令吧。<br>派蒙:不过你没有神之眼，所以不用担心会被收走。<br>派蒙:但反过来，如果被天领奉行抓住，你也没办法交出神之眼来保命..<br>空/荧:我可以跟他们说，派蒙就是我的神之眼哦。<br>派蒙:派蒙还真是方便的道具...才不对吧!<br>空/荧:放心吧，不会交出派蒙的。<br>派蒙:这样还差不多。<br>空/荧:然后我和派蒙大概会一起坐牢，一起被下令处死....<br>派蒙:唔...如、如果真的这样的话，还是把我交出去吧...<br>派蒙:...等等，从一开始不要被抓住不就好了吗!,https://uploadstatic.mihoyo.com/ys-obc/2021/12/20/145906584/8e67371f5ab5394ce490d08b3ddf7e55_1889279820080503288.mp3,
关于反抗军…,派蒙:只有拥有反抗的意志，才能加入反抗军!<br>派蒙:这么说来，我也是合格的反抗军士兵呢!<br>空/荧:派蒙也有反抗的意志吗?<br>派蒙:我可是一直在全心全力地反抗被压迫的命运哦!<br>空/荧:那派蒙应该不能加入反抗军。<br>派蒙:为什么?是因为我们反抗的不是同一件事吗?<br>空/荧:是因为派蒙的反抗一直没什么用....<br>派蒙:呜呜，好过分!,https://uploadstatic.mihoyo.com/ys-obc/2021/12/20/145906584/7e288c189f7cde713684ccf1f619564a_1749643669008412359.mp3,
关于神居岛崩炮…,派蒙:神居岛崩报、神居岛懵炮、神居鸟崩炮、神居岛喵喵...还吓吓，好拗口的名字。<br>空/荧:派蒙在读什么?<br> 派蒙：就是这个啦。幕府军为了保护踏鞴砂，在附近修建的超厉害兵器。</span><br>派蒙:神居岛、崩、炮!<br>空/荧:看上去很强的样子...不过我们来 踏鞴砂</span>的时候，好像并没有见到它运转起来。<br>派蒙:听说因为连反抗军都知道很强，所以正式开战前就通过奇袭的方式把这里打下来了。<br>派蒙:但这个神居..神居大炮需要用特殊炮弹或者雷元素来驱动，反抗军那边也用不了。<br>派蒙:花费这么大力气修建的兵器到底有多厉害呢?真想见识一下...<br>空/荧:雷元素我倒是也会一点。<br>派蒙:对哦!但是这附近好像也没有合适的炮弹...<br>派蒙:嗯?你看我干什么?喂—,https://uploadstatic.mihoyo.com/ys-obc/2021/12/20/145906584/56431913aa75af858d3e779a383ec6ac_8354782435117525039.mp3,
关于太郎丸…,派蒙:说起来，我们刚到木漏茶室的时候，是真的以为太郎丸会说话呢...<br>空/荧:派蒙听起来有些失落呀?<br>派蒙:是啊，如果太郎丸会说话的话，总觉得会说出不得了的事情呢!<br>空/荧:比如?<br>派蒙:比如...「托马，你躲在这里挡到我了汪!」<br>空/荧:嗯，合情合理。<br>派蒙:再比如...「梢，在我们的契约终结之前，你一生一世不得解脱，汪汪!」<br>空/荧:梢说自己被神秘契约困在店里打工的事情，派蒙不会真的相信了吧...<br>派蒙:哦哦!还有还有，我想到了，这个不错——<br>派蒙:「看这位名为派蒙的客人机灵可爱，今天的餐费全部免除汪!」<br>空/荧:这已经是你自己在说话了吧。<br>派蒙:嘿嘿..,https://uploadstatic.mihoyo.com/ys-obc/2021/12/20/145906584/44e8287849d0659f34171572c1ecfd93_280298621802177202.mp3,
关于五郎…,派蒙:嗯...<br>空/荧:派蒙在烦恼什么呢?<br>派蒙:空/荧，你还记得五郎那毛茸茸的耳朵吗?<br>派蒙:我也好想要那个...或者像甘雨—样，有可爱的角也不错。<br>派蒙:空/荧，你有什么好办法吗?<br>空/荧:让我找找...啊，有了。<br>派蒙:真的吗? 空/荧，我就知道你是最可靠的!<br>空/荧:锵锵~「吞天之鲸·只角」!<br>派蒙:不是要这个啦!<br>派蒙:唉..不过仔细想想，五郎不仅有毛茸茸的耳朵，还有尾巴呢...<br>空/荧:锵锵~「北风之尾」!<br>派蒙:都说了不需要啦!而且这两个组合起来绝对会很奇怪吧!,https://uploadstatic.mihoyo.com/ys-obc/2021/12/20/145906584/44415fba8b1f38a4e97b7d024db55d26_1421953516728537884.mp3,
关于小说出版…,派蒙:稻妻有八重堂这种专门出版小说的地方呢!<br>派蒙:甚至还有比赛，真厉害!<br>空/荧:那么，之前派蒙说要写的《少女派蒙的快乐》刚好可以拿去投稿了。<br>派蒙:呃，那个，手稿在我们来稻妻的时候不小心弄去了....<br>空/荧: ...真的吗?(盯——)<br>派蒙:好啦，我承认，我还没开始动笔。<br>派蒙:可是这不能怪我嘛!其实我一直想要动笔的，但是大前天我笔断了，前天我手抽筋了，昨天我脚扭了，今天我..唔..今天我肚子饿了!<br>空/荧:说不定《派蒙的十万个拖稿理由》会比《少女派蒙的快乐》更快完成,https://uploadstatic.mihoyo.com/ys-obc/2021/12/20/145906584/ed97a0543b433d39c19453d3a4a1f787_4896861360005931063.mp3,
关于枫原万叶…,派蒙:万叶是个很洒脱的人呢。<br>空/荧:是的，似乎经常看到他独来独往。<br>派蒙:—个人行走在世间，倾听自然万物的声音，似乎也不错...<br>派蒙:空/荧，你该不会也想背着我偷偷出去冒险吧?<br>空/荧:怎么会，我一直都会和小派蒙在起的哦。<br>派蒙:太好啦。那...嘿嘿，这个给你...<br>空/荧:「当月饮食开销」...共欠三十万摩拉?!<br>派蒙:喂喂，空/荧，你要去哪?<br>空/荧:我突然觉得—个人行走在世间，似乎也不错。<br>派蒙:不要啊!等等我呀——,https://uploadstatic.mihoyo.com/ys-obc/2021/12/20/145906584/a3590c2681e2231a1e14d30e8946f6e4_5310925286523425433.mp3,
关于神里绫华…,派蒙:嗯...嗯....<br>空/荧:派蒙，今天看起来好严肃啊.<br>派蒙:因为我正在思考很严肃的事情。<br>派蒙:我以前很羡慕大户人家的生活，可以有用不完的摩拉和吃不完的美食...<br>空/荧:嗯，确实都是你喜欢的东西。<br>派蒙:但是认识了绫华之后，我发现大小姐的生活也很辛苦呢。<br>派蒙:需要背负家族的使命与责任，尽力完成工作，才能在难得的闲暇享受自己的生活。<br>派蒙:绫华平常这么辛苦，应该也要多放松下才好呀...<br>派蒙:对了对了!下次再有祭典活动的话，我们也邀请绫华一起去吧?<br>派蒙:我们去邀请的话，绫华应该不会拒绝的吧，嘿嘿。<br>空/荧:嗯，我也很想再和她去一次祭典.<br>派蒙:而且，只要绫华在的话，那我们游玩的全部费用就都...<br>空/荧: ...这才是你真正的目的吧...,https://uploadstatic.mihoyo.com/ys-obc/2021/12/20/145906584/58fa4f8c96d6409e5c3d8ba7cf67a4ab_4129090007706770899.mp3,
关于模仿绫华…,派蒙:绫华小姐举手投足都散发着高贵的气息呢.<br>空/荧:突然想看派蒙模仿绫华。<br>派蒙:钦，我试试。<br>派蒙:「哦，原来你这么用心的采蘑菇，是为了给我做野菇鸡肉串啊。」<br>派蒙:「真是可爱呢。」<br>空/荧:完全不是绫华啊。不过，总感觉...<br>空/荧:这种明明不是派蒙却又觉得似乎理应如此的感觉是...,https://uploadstatic.mihoyo.com/ys-obc/2021/12/20/145906584/2f2f3e821b361d142c154242992756ad_2742730250140253436.mp3,
关于祭典的传统…,派蒙:说起来，在稻妻的祭典上，大家都有佩戴面具的传统呢。<br>派蒙:可是找遍所有的摊位，都没有适合我戴的尺寸...<br>空/荧:派蒙很想要自己的面具吗?<br>派蒙:当然啦!总觉得在祭典的氛围里，如果没戴面具，就好像在风花节上没收到花束一样...<br>空/荧:那我来给你做一个吧。<br>派蒙:哇——空/荧，你是最好的人!<br>空/荧:嗯，面具的样式就定为...派蒙最喜欢的史莱姆吧。<br>派蒙:好耶，史莱姆派蒙!,https://uploadstatic.mihoyo.com/ys-obc/2021/12/20/145906584/427a58f76edfcc3cbba50e1068b3dc60_8974514849524871113.mp3,
关于宵宫…,派蒙:你说，宵宫老爹的听力不好，是不是跟烟花有关啊?<br>派蒙:由于常年制作、试放烟花，每日被火药炸响的声音包围，导致听力变弱...<br>派蒙:呜哇!那宵宫继承家业，最后会不会也变得像她老爹那样，听不清人讲话...<br>派蒙:不可以不可以，为了避免这种事情发生，要赶快想想办法!<br>空/荧:派蒙有什么建议吗?<br>派蒙:唔...嗯....<br>派蒙:如果我飞在宵宫后边，一直用手捂住她的耳朵...<br>空/荧:那派蒙就不能跟着我了.<br>派蒙:..没有我的话，你就没有向导了。要我离开你是不可能的!<br>派蒙:可是宵宫...该怎么办才好....<br>空/荧:其实，在制作烟火的时候带上耳塞就可以了.<br>派蒙:对哦，还有这种方法!你真聪明!<br>空/荧:嘿...看派蒙这么困扰，我反而有些开心呢.<br>派蒙:欸?其实你早就想好了办法，却不告诉派蒙吗!<br>派蒙:怎么这样，你这坏家伙!,https://uploadstatic.mihoyo.com/ys-obc/2021/12/20/145906584/e72220e7363af58bdf97ecc5edfe523f_1970132832365494621.mp3,
关于早柚的烦恼…,派蒙:小早柚似乎有很多烦恼呢。<br>派蒙:真是难以理解。<br>空/荧:这大概就是成长的烦恼吧。<br>派蒙:晤，你这句话也很难理解。<br>派蒙:毕竟派蒙是没什么烦恼的。<br>空/荧:嗯...<br>空/荧:糟了，背包里没几个摩拉了，接下来我们要过穷日子了...<br>派蒙:穷?不要啊——<br>空/荧:现在你有烦恼了。<br>派蒙:怎么会这样...,https://uploadstatic.mihoyo.com/ys-obc/2021/12/20/145906584/3c07607790acb5100ebc81e38d0295d4_2872432349721520231.mp3,
关于鬼兜虫…,派蒙:呀，这些鬼兜虫看起来好厉害，背纹好可怕!<br>空/荧:你说那些恶鬼样式的背纹吗?因为它们不喜欢争斗，所以才进化出了这种鬼怪的图形，用来恫吓敌人。<br>派蒙:真是智慧呀，我们是不是也可以学习学习!<br>派蒙:不如把魈的面具借过来怎么样?这样丘丘人看见你会被吓呆吧?<br>空/荧:呃...魈恐怕不会同意吧...<br>派蒙:也是哦..那要不我们——拜托早柚去偷?!<br>派蒙:她不是会倏的一下就消失的忍术吗!一定能偷到!真好啊!<br>派蒙:唔...如果怕魈事后算账的话，不如去偷「公子」的吧!反正你也打得过他。<br>空/荧:偷东西不太好吧，而且万—早柚不同意呢?<br>派蒙:那、那我们就先去找...先去找阿贝多!<br>派蒙:要是阿贝多能研究出让早柚长高高的药剂，早柚—定愿意帮忙!<br>空/荧:那么就该想想怎么让阿贝多帮忙了?<br>派蒙:呜哇!头开始痛了，我们还是去祭典上买一个吧。,https://uploadstatic.mihoyo.com/ys-obc/2021/12/20/145906584/fc1f91116a154e6b9fe6215a186f5ffd_7824273513026478941.mp3,
关于鸣草…,派蒙：你知道吗？鸣草上长得像花的结构，其实是叶片呢。<br>派蒙：不起眼的叶片也在努力成长，保护着脆弱的花…<br>派蒙：嘿嘿，就像我也在保护着旅行者一样呢。<br>空/荧：但我记得鸣草的叶片是不能吃的。<br>派蒙：是啊是啊…等等？你在暗示什么？,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/5de2f4f670b91c5258d01fe39a881b3c_4956485709533320795.mp3,
关于鸣草与雷电…,派蒙:你知道吗?鸣草的振动，经常被稻妻的居民用来预报雷雨。<br>派蒙:因为鸣草通常在雷元素富集的区域生长，天生对雷电有着极强的感应能力。<br>空/荧:这么说来，鸣草和派蒙很像呢。<br>派蒙:歙?哪里像啦?<br>空/荧:因为派蒙通常在美食密集的区域出没，天生对好吃的食物有着极强的感应能力!<br>派蒙:嘿嘿，这倒是事实!<br>空/荧:那么，派蒙搜索雷达，启动...<br>派蒙:嘟嘟，嘀嘀嘀，为了好吃的，冲呀!,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/c0ab692aa92f1b9419c88bf708b992f5_8869877434529381915.mp3,
关于绯樱绣球…,派蒙:从神樱树上飘下来的绯樱绣球，真好看呀。<br>派蒙:听说花瓣因为雷元素的力量，可以长时间昙浮在空中.<br>空/荧:派蒙可以飞在空中，也是利用这种原理吗?<br>派蒙:哎...这个...是因为...<br>空/荧:难道派蒙也不知道自己为什么会飞吗?<br>派蒙:派蒙会飞，当然是...是因为神秘的力量啦!<br>空/荧:明白了，你什么都不知道。<br>空/荧:既然如此，应该拿给神奇的阿贝多去研究一下....<br>派蒙:不要哇!,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/46d19da432386a0aae94c57393d22798_1379087655466523827.mp3,
关于堇瓜…,派蒙:堇瓜用处很多呢!<br>派蒙:果肉可以吃，果皮还可以加工成染料。<br>空/荧:派蒙用处也很多呢!<br>空/荧:能当我的向导，还会给别人起难听的绰号。<br>派蒙:嗯!谢谢你对我的肯定!<br>派蒙:等等，你该不会是准备抖出最后的包袱了吧?<br>派蒙:那我要捂住你的嘴，不让你说了!,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/efedc5788602157e522d765ef7867651_970031799799254306.mp3,
关于佩刀…,派蒙:空/荧，你注意到了吗?<br>派蒙:在稻妻，只有少数人的腰间有佩刀，大部分的士兵还是用长枪呢。<br>派蒙:说不定刀其实是一种身份的象征...我要不要也带一把呢?<br>派蒙:不过这里的刀对我来说都太大了...果然还是去找名家定制一把比较好!<br>空/荧:但是定制刀的话，要花不少钱吧。<br>派蒙:难道摩拉，比可爱同伴的愿望还要重要吗?<br>空/荧: ...其实我早就给派蒙准备好了。<br>派蒙:真的吗真的吗，快给我看看!<br>派蒙:喂，这不是我们用来切水果的刀吗!<br>空/荧:至少大小上很适合派蒙啦...<br>空/荧:咳，「重要的不是刀的价值，而是追求武道的心」。<br>派蒙:不要试图用听着很帅的台词糊弄过去!,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/1ce461da1c66e83dae6e3cd7bea9649e_6272326982493725252.mp3,
关于温泉…,派蒙:稻麦城里居然有温泉!<br>空/荧:但是稻妻没有火山呢。<br>派蒙:嗯，据说是用一个很大的炉子供热的!<br>派蒙:有机会的话，我也想去泡温泉，可惜似乎只有大人物才有资格。<br>空/荧:嗯...<br>空/荧:走了，我们回蒙德的达达乌帕谷吧!<br>派蒙:欸?为什么这么突然!<br>空/荧:达达乌帕谷那边，丘丘人的那口大锅是用烈焰花供热的，四舍五入和温泉也差不多吧。派蒙可以去那里泡...呃..泡汤?<br>派蒙:???,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/81437441f1b55110efda5780f7b9db70_3316937910773502265.mp3,
关于「寿限无」…,派蒙：在稻妻传统里，家长常会给小孩子取一个吉祥的名字。<br>空/荧：这名字自然是饱含了大家的期待，既希望财运亨通，又希望无病无灾。<br>派蒙：所以这孩子的家长，就给孩子取了一个很长很长的名字。里面那可真的是什么好处都有。<br>空/荧：结果有一天，孩子回家路上掉进了河里，她的同伴立刻就赶回家喊她的父母。「不好啦，不好啦。」<br>派蒙：「怎么啦？」<br>空/荧：「她掉在水里了！巴波·修立干·古立泰·彭彭克皮·彭彭科纳·菲谢尔·冯·露弗施洛斯·那菲多特·阿斯托洛吉斯·莫娜·梅姬斯图斯掉水里了！！」<br>派蒙：…莫娜掉水里的话，应该不用担心吧。<br>空/荧：正是如此。等她的小伙伴把话说完，名字长长、游泳快快的莫娜已经站在家门口了。,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/bf3aaaadb25b6e24aa0a62811d3736ad_7699236414975992373.mp3,
关于稻妻的岛屿…,派蒙:稻麦的风景，和之前见过的大不相同呢。<br>空/荧:嗯，是有很多岛屿的海上国度。<br>派蒙:你说，在船被发明出来之前，不同岛屿上的人们是如何交流的呢?<br>空/荧:按照宵宫老兹的说法，应该是用升上空中的烟火来传递讯息的吧.<br>空/荧:或者，还可以...<br>派蒙:还可以...?<br>空/荧:还可以委托能够冻结水面的人，在各个岛屿之间往来传信。<br>派蒙:呜哇，那幸亏凯亚不在稻妻，不然会成为比琴团长还劳累的大忙人吧!,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/a1cb9484fead0eacce07a46fecf9b708_8032595405180927587.mp3,
关于狸猫…,派蒙:狸猫真是神奇的生物啊.<br>空/荧:狸猫真是可爱啊.<br>派蒙:可惜会说人话。<br>空/荧:如果派蒙不会说人话的话，会不会看起来神秘又高贵呢?<br>派蒙:你这句话，是在损我吗?<br>空/荧:嗯哼。哼~哼~哼哼哼~，哼哼哼哼哼哼哼~,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/6741ce3b0fa71d91d2ccbd03b9186558_2252716810971486835.mp3,
关于狸猫与幻术…,派蒙:你知不知道稻妻有一种妖怪叫做狸猫，能够变成任何人的模样!<br>空/荧:确实听过类似的传闻，真是神奇的变幻之术。<br>派蒙:要是它哪天变成我的模样来骗你怎么办?呜哇...好担心!<br>空/荧:别担心，我还是有自信能分辨的——哦!我明白了，你在担心我的财产吧?<br>派蒙:就是啊...啊啊——才、才、才没有!我当然是担心你的安危!<br>派蒙:哼，不要那样看我啦——快先想想办法!要是有两个派蒙，要怎么找出真的那个嘛。<br>空/荧: ..欸嘿。<br>派蒙:欸嘿是什么啦!<br>空/荧:看吧，会这样吐槽的就是派蒙。<br>派蒙:啊!不自觉就....,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/43f5e31692ed63c51ed3bdbba82e62dd_5027310359488245905.mp3,
关于其他神龛…,派蒙:最近看见了好多小小的神龛，感觉不像是用来供奉雷神的呢。<br>空/荧:大概是民间的一些神灵吧?稻妻的人们相信万物有灵，会在各种意外的时刻帮助人们.<br>派蒙:哦——所以就会为它们修建神龛，奉上贡品。<br>空/荧:嗯，也算是一种祈祷和感谢。<br>派蒙:我明白了!那我去找绫华小姐，请她为我们修建一座神龛吧!<br>派蒙:然后就可以收获许多免费的贡品了!<br>派蒙:真高兴!<br>空/荧:欸?这、这样也可以吗?<br>派蒙:怎么了?我们不是也在一直帮助大家吗?做的说不定比神灵还要好呢!<br>空/荧:说得也是...<br>空/荧:但一想到人们带着花和果子放在我的神龛前面，就觉得有什么地方不太对劲...,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/0a8aab66e68de4aabfc1eb0a02df9f9d_3746839644324703725.mp3,
关于八酝岛的雨...,空/荧:八酝岛的大雨下个不停，据说是「祟神」的气息导致的。<br>派蒙:「祟神」?那是什么?听起来很厉害。<br>空/荧:就是魔神残渣，也就是魔神的遗骸，因为力量没有完全消散，还会导致各种坏事，所以又被叫做「祟神」.<br>派蒙:原来是这样，可是下雨也算不上什么坏事吧。<br>派蒙:反而感觉它更像是被欺负了，在伤心地哭个不停呢。<br>空/荧:哭吗?神不会哭的吧，你看温迪、钟离他们就从来不哭.<br>派蒙:也有例外!你快捏我一下，就可以看到哭泣的神了。<br>空/荧:嗯?原来你也是神吗?<br>派蒙:我是，我是的!<br>空/荧:好嘛，让我猜猜，你是飞行笨蛋之神?史莱姆之神?还是水中上钩之神?<br>派蒙:什么乱七八糟的神呀，哼!<br>派蒙:我是守护神哦!是你的守护神。,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/36f23f6a59827bde248a9acf7225c04e_7537813217011478625.mp3,
关于万端珊瑚侦探社…,空/荧:说起来，在花见坂有一家「万端珊瑚侦探社」呢。<br>派蒙:我有印象，是珊瑚和龙二经营的那家吧?大家对他们的评价很不错哦.<br>空/荧:唔，不过我听说他们经常会碰上奇怪的事件，有些地方都禁止他们入内了...<br>派蒙:我觉得这样做不太好吧，毕竟珊瑚和龙二帮了大家很多忙呢...<br>空/荧:那派蒙吃饭会请他们来吗?<br>空/荧:然后吃到一半，突然发现邻桌的客人惨叫一声、倒在了地上...<br>派蒙:那、那还是别了吧突然感觉和他们一起行动好危险啊...<br>空/荧:所以说这就是名侦探的不便之处吧。,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/20f019eb92ed90a5b7867108c54e5219_8288871203417593508.mp3,
关于求签…,"派蒙:对了，你有去过神社求签吗?<br>派蒙:做事之前先去求个签，说不定能得到—些启示哦。<br>空/荧:唔，但有可能会抽到「凶」或者「大凶」一类的吧?感觉会影响心情...<br>派蒙:没关系的，听神社的巫女说，要是抽到了不好的签，挂到神社的御签挂上就可以啦...<br>派蒙:所以只要一直抽一直抽，直到抽中「大吉」为止就好啦!其他的全挂到御签挂上!<br>空/荧:如果大家都像你这样做，御签挂会挂不下吧... ",https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/cf24eff592db33db5ee7a8fb7632b3e5_6585797332120366702.mp3,
关于「无想的一刀」…,派蒙:「无想的一刀」好厉害!<br>派蒙:不管遇到什么敌人只要来一刀就行了吧!<br>空/荧:嗯...但是「公子」的话，可能要三刀...<br>派蒙:对、对哦!<br>派蒙:总之，如果你学会了的话，接下来的旅途我就再也不用担心你了!<br>空/荧:那么，要去哪里才能学到呢?<br>派蒙:那么，要去哪里才能学到呢?<br>空/荧:嗯?<br>派蒙:不要这么看着我嘛!好、好嘛，接下来的旅途我也会多多关照你的...,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/9f76ee1bc02da490acb6644a14b1cd5a_7344793608502768126.mp3,
